fieldsample_barcode	sampling_method	cell.10km_representative	extraction_method	extraction_id1	extraction_id2	extractionplate_id1	extractionplate_id2	extraction_row1	extraction_row2	extraction_col1	extraction_col2	extraction_conc1	extraction_conc2	library_method	library_id1	library_id2	libraryplate_id1	libraryplate_id2	library_row1	library_row2	library_col1	library_col2	library_conc1	library_conc2	sequencing_method	sequencing_id1	sequencing_id2	internal_name	before_total_reads	after_total_reads	passed_filter_reads	corrected_reads	low_quality_reads	too_many_N_reads	too_short_reads	too_long_reads	before_total_bases	before_q20_bases	before_q30_bases	after_total_bases	after_q20_bases	after_q30_bases	corrected_bases	before_read1_mean_length	before_read2_mean_length	after_read1_mean_length	after_read2_mean_length	before_q20_rate	before_q30_rate	after_q20_rate	after_q30_rate	duplication_rate	before_gc_content	after_gc_content	peak_length
MFD10745	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ376-B1		EXT00121		B		1		17.49		ILLUMINA-DNA-PREP.V2	LIB-MJ387-B1		LIB00121		B		1		0.01		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ387-B1_01		LIB-MJ387-B1_01.fastq.gz	136	76	76	6	4	0	56	0	20536	19072	17304	11199	10843	10069	12	151	151	147	147	0.9	0.8	1	0.9	0	0.5	0.5	109
MFD10768	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ375-C7		EXT00120		C		7		9.19		ILLUMINA-DNA-PREP.V2	LIB-MJ386-C7		LIB00120		C		7		0.11		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ386-C7_04		LIB-MJ386-C7_04.fastq.gz	13844436	9232404	9411312	272939	500000	84	3933040	0	2090509836	1973292896	1830313328	1354567773	1325896707	1255977756	341539	151	151	146	146	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10774	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ377-C2		EXT00122		C		2		5.64		ILLUMINA-DNA-PREP.V2	LIB-MJ388-C2		LIB00122		C		2		0.37		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ388-C2_02		LIB-MJ388-C2_02.fastq.gz	18977408	12532164	12756602	312716	635664	48	5585094	0	2865588608	2724841214	2538482101	1835435870	1799521066	1710323980	383473	151	151	146	146	1	0.9	1	0.9	0	0.6	0.6	151
MFD10846	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ371-D9		EXT00116		D		9		29.64		ILLUMINA-DNA-PREP.V2	LIB-MJ382-D9		LIB00116		D		9		0.24		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ382-D9_02		LIB-MJ382-D9_02.fastq.gz	27007422	19690750	20164116	433240	889632	96	5953578	0	4078120722	3893435152	3638475302	2899762364	2846194976	2709915158	534556	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD10721	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ371-E7		EXT00116		E		7		39.64		ILLUMINA-DNA-PREP.V2	LIB-MJ382-E7		LIB00116		E		7		0.52		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ382-E7_02		LIB-MJ382-E7_02.fastq.gz	61227012	43391360	44592478	1292840	1952814	128	14681592	0	9245278812	8846748926	8290058057	6347337470	6236238378	5950168195	1573190	151	151	146	146	1	0.9	1	0.9	0	0.6	0.6	151
MFD10847	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-H7		EXT00119		H		7		10.93		ILLUMINA-DNA-PREP.V2	LIB-MJ385-H7		LIB00119		H		7		0.36		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-H7_04		LIB-MJ385-H7_04.fastq.gz	38565294	28244142	28941200	627479	1228206	298	8395590	0	5823359394	5559195485	5185815995	4178589799	4097295165	3892574553	781091	151	151	148	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD10834	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ371-B8		EXT00116		B		8		26.79		ILLUMINA-DNA-PREP.V2	LIB-MJ382-B8		LIB00116		B		8		0.21		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ382-B8_02		LIB-MJ382-B8_02.fastq.gz	36558792	25260202	25865220	550695	1481896	86	9211590	0	5520377592	5234484107	4859808844	3721440790	3644129856	3455842171	679314	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10866	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-A12		EXT00115		A		12		11.64		ILLUMINA-DNA-PREP.V2	LIB-MJ381-A12		LIB00115		A		12		0.22		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-A12_02		LIB-MJ381-A12_02.fastq.gz	42911920	29470028	30113540	992699	1848122	12	10950246	0	6479699920	6118932555	5654448454	4336644876	4241902753	4011104324	1244529	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10869	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-C7		EXT00119		C		7		5.83		ILLUMINA-DNA-PREP.V2	LIB-MJ385-C7		LIB00119		C		7		0.01		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-C7_04		LIB-MJ385-C7_04.fastq.gz	146	52	52	4	0	0	94	0	22046	21048	19778	6817	6697	6410	5	151	151	130	131	1	0.9	1	0.9	0	0.6	0.6	46
MFD10792	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ375-C12		EXT00120		C		12		7.23		ILLUMINA-DNA-PREP.V2	LIB-MJ386-C12		LIB00120		C		12		0.23		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ386-C12_04		LIB-MJ386-C12_04.fastq.gz	29165418	21034342	21519046	385425	1172958	168	6473246	0	4403978118	4173873605	3868971821	3116123958	3049263659	2886856913	480407	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10722	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ372-D1		EXT00117		D		1		8.27		ILLUMINA-DNA-PREP.V2	LIB-MJ383-D1		LIB00117		D		1		0.29		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ383-D1_01		LIB-MJ383-D1_01.fastq.gz	51229514	34956334	35769814	1011676	1903726	72	13555902	0	7735656614	7309757894	6791665238	5135092315	5029333186	4771198146	1236369	151	151	147	146	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10873	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ378-H10		EXT00123		H		10		3.54		ILLUMINA-DNA-PREP.V2	LIB-MJ389-H10		LIB00123		H		10		0.27		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ389-H10_03		LIB-MJ389-H10_03.fastq.gz	29817948	21245654	21699512	486655	1060026	142	7058268	0	4502510148	4269675577	3966273547	3135016746	3070043618	2909967392	612632	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10837	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ373-D1		EXT00118		D		1		10.33		ILLUMINA-DNA-PREP.V2	LIB-MJ384-D1		LIB00118		D		1		0.21		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ384-D1_01		LIB-MJ384-D1_01.fastq.gz	28777232	17355360	17845242	1042928	1377456	16	9554518	0	4345362032	4058002741	3735021387	2529202804	2471611878	2334464561	1338629	151	151	145	145	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10743	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-C1		EXT00115		C		1		4.24		ILLUMINA-DNA-PREP.V2	LIB-MJ381-C1		LIB00115		C		1		0.23		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-C1_02		LIB-MJ381-C1_02.fastq.gz	63365212	41164684	42561698	1746101	1833504	18	18969992	0	9568147012	9122791206	8515908665	5994246191	5884658769	5601976692	2130237	151	151	145	145	1	0.9	1	0.9	0	0.6	0.6	151
MFD10937	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-A9		EXT00115		A		9		0.02		ILLUMINA-DNA-PREP.V2	LIB-MJ381-A9		LIB00115		A		9		0.02		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-A9_02		LIB-MJ381-A9_02.fastq.gz	200204	4898	8350	758	9560	0	182294	0	30230804	27900582	25637886	689327	671906	631956	939	151	151	140	140	0.9	0.8	1	0.9	0.5	0.8	0.5	0
MFD10868	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-G9		EXT00115		G		9		16.8		ILLUMINA-DNA-PREP.V2	LIB-MJ381-G9		LIB00115		G		9		0.36		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-G9_02		LIB-MJ381-G9_02.fastq.gz	44938196	32753368	33538092	1072057	1511168	4	9888932	0	6785667596	6450515766	5996337347	4827879241	4730694525	4486562269	1325355	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD10821	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ369-F1		EXT00114		F		1		7.25		ILLUMINA-DNA-PREP.V2	LIB-MJ380-F1		LIB00114		F		1		0.2		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ380-F1_03		LIB-MJ380-F1_03.fastq.gz	42180486	30525814	31683336	892201	1382614	38	9114498	0	6369253386	6059791632	5637043348	4503622335	4412656701	4184967703	1122855	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD10752	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ371-D3		EXT00116		D		3		11.1		ILLUMINA-DNA-PREP.V2	LIB-MJ382-D3		LIB00116		D		3		0.21		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ382-D3_02		LIB-MJ382-D3_02.fastq.gz	43459750	30808248	31755778	924715	1201424	108	10502440	0	6562422250	6297031392	5918441613	4496245041	4421945412	4227305486	1125163	151	151	146	145	1	0.9	1	0.9	0	0.6	0.6	151
MFD10924	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-F11		EXT00115		F		11		7.3		ILLUMINA-DNA-PREP.V2	LIB-MJ381-F11		LIB00115		F		11		0.15		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-F11_02		LIB-MJ381-F11_02.fastq.gz	20820826	14601082	14883174	677191	562548	0	5375104	0	3143944726	2996521285	2788479401	2138189332	2093616323	1983622376	868078	151	151	146	146	1	0.9	1	0.9	0	0.6	0.6	151
MFD10915	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ373-H9		EXT00118		H		9		14.85		ILLUMINA-DNA-PREP.V2	LIB-MJ384-H9		LIB00118		H		9		0.3		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ384-H9_01		LIB-MJ384-H9_01.fastq.gz	24750412	15227710	15636286	1054185	1230238	2	7883886	0	3737312212	3486939504	3203591356	2208702140	2156536548	2033996396	1370775	151	151	145	144	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10853	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ373-H5		EXT00118		H		5		11.53		ILLUMINA-DNA-PREP.V2	LIB-MJ384-H5		LIB00118		H		5		0.2		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ384-H5_01		LIB-MJ384-H5_01.fastq.gz	28040400	18018088	18499798	1188469	1265764	10	8274828	0	4234100400	3967581937	3648436987	2628495293	2565866434	2418814936	1554038	151	151	145	146	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10794	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-B6		EXT00115		B		6		11.32		ILLUMINA-DNA-PREP.V2	LIB-MJ381-B6		LIB00115		B		6		0.2		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-B6_02		LIB-MJ381-B6_02.fastq.gz	37426920	25250400	25882358	1025751	1273828	6	10270728	0	5651464920	5364142945	4988035860	3682342543	3611244462	3430667000	1252906	151	151	145	145	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10731	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ371-C6		EXT00116		C		6		28.35		ILLUMINA-DNA-PREP.V2	LIB-MJ382-C6		LIB00116		C		6		0.1		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ382-C6_02		LIB-MJ382-C6_02.fastq.gz	11359794	4730864	4853930	316347	226588	12	6279264	0	1715328894	1642543478	1546421799	648825519	640185163	615693483	379535	151	151	137	137	1	0.9	1	0.9	0	0.6	0.6	44
MFD10830	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ371-A1		EXT00116		A		1		10.09		ILLUMINA-DNA-PREP.V2	LIB-MJ382-A1		LIB00116		A		1		0.01		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ382-A1_02		LIB-MJ382-A1_02.fastq.gz	2	0	0	0	0	0	2	0	302	285	274	0	0	0	0	151	151	0	0	0.9	0.9	0	0	0	0.9	0	0
MFD10832	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ376-E7		EXT00121		E		7		12.21		ILLUMINA-DNA-PREP.V2	LIB-MJ387-E7		LIB00121		E		7		0.33		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ387-E7_01		LIB-MJ387-E7_01.fastq.gz	25018080	16703754	17157406	702413	1406302	6	6454366	0	3777730080	3536879973	3247839971	2466700796	2408126218	2270541798	911525	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10836	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-G2		EXT00119		G		2		15.78		ILLUMINA-DNA-PREP.V2	LIB-MJ385-G2		LIB00119		G		2		0.26		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-G2_04		LIB-MJ385-G2_04.fastq.gz	35975684	25178778	25750988	600301	1331866	206	8892624	0	5432328284	5151953262	4789701121	3714244717	3638531354	3451046643	741269	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10898	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-A7		EXT00119		A		7		8.09		ILLUMINA-DNA-PREP.V2	LIB-MJ385-A7		LIB00119		A		7		0.19		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-A7_04		LIB-MJ385-A7_04.fastq.gz	27847250	19150008	19532014	462787	1381358	176	6933702	0	4204934750	3954924560	3648694805	2826985534	2762818246	2609484663	567905	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10894	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ375-D5		EXT00120		D		5		10.47		ILLUMINA-DNA-PREP.V2	LIB-MJ386-D5		LIB00120		D		5		0.12		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ386-D5_04		LIB-MJ386-D5_04.fastq.gz	14262134	10203302	10427998	247712	508668	96	3325372	0	2153582234	2049372440	1906504429	1504459238	1474229408	1398932349	305259	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD10732	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-E3		EXT00115		E		3		30.18		ILLUMINA-DNA-PREP.V2	LIB-MJ381-E3		LIB00115		E		3		0.39		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-E3_02		LIB-MJ381-E3_02.fastq.gz	39867974	28145314	28760162	908622	1403744	8	9704060	0	6020064074	5712924184	5288982495	4145739549	4054352705	3830841269	1111748	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10758	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ370-A10		EXT00115		A		10		6.91		ILLUMINA-DNA-PREP.V2	LIB-MJ381-A10		LIB00115		A		10		0.19		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ381-A10_02		LIB-MJ381-A10_02.fastq.gz	34611256	25186002	25783670	817574	1178564	8	7649014	0	5226299656	4970107789	4610424889	3715893341	3636350381	3439973813	1014210	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD10797	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ375-D9		EXT00120		D		9		25.75		ILLUMINA-DNA-PREP.V2	LIB-MJ386-D9		LIB00120		D		9		0.16		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ386-D9_04		LIB-MJ386-D9_04.fastq.gz	19124480	13495626	13774330	283922	756888	112	4593150	0	2887796480	2738978749	2539191074	1993520332	1950816792	1846856967	353133	151	151	147	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD10840	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ374-A4		EXT00119		A		4		39.41		ILLUMINA-DNA-PREP.V2	LIB-MJ385-A4		LIB00119		A		4		0.58		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ385-A4_04		LIB-MJ385-A4_04.fastq.gz	31719358	22202948	22610594	454204	1438560	184	7670020	0	4789623058	4531199364	4194781222	3280924276	3210289014	3038995611	563507	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
