fieldsample_barcode,extraction_id,original_extraction_id,extractionplate_id,extraction_row,extraction_col,extraction_conc,extraction_method,library_id,libraryplate_id,library_row,library_conc,library_method,seq_id
MFD10709,EXT-MJ327-B7,EXT-MJ327-B7,EXT00105,B,7,97.18,PowerSoil-Pro-HT,LIB-MJ342-B7,LIB00105,B,1.70565,ILLUMINA-DNA-PREP.V2,LIB-MJ342-B7_02
MFD06390,EXT-MJ327-B8,EXT-MJ327-B8,EXT00105,B,8,61,PowerSoil-Pro-HT,LIB-MJ342-B8,LIB00105,B,1.47027,ILLUMINA-DNA-PREP.V2,LIB-MJ342-B8_02
MFD06723,EXT-MJ327-B9,EXT-MJ327-B9,EXT00105,B,9,55.95,PowerSoil-Pro-HT,LIB-MJ342-B9,LIB00105,B,1.91581,ILLUMINA-DNA-PREP.V2,LIB-MJ342-B9_02
MFD06553,EXT-MJ327-C1,EXT-MJ327-C1,EXT00105,C,1,92.14,PowerSoil-Pro-HT,LIB-MJ342-C1,LIB00105,C,0.94103,ILLUMINA-DNA-PREP.V2,LIB-MJ342-C1_02
MFD09363,EXT-MJ327-C11,EXT-MJ327-C11,EXT00105,C,11,88.31,PowerSoil-Pro-HT,LIB-MJ342-C11,LIB00105,C,2.47892,ILLUMINA-DNA-PREP.V2,LIB-MJ342-C11_02
MFD06259,EXT-MJ327-C12,EXT-MJ327-C12,EXT00105,C,12,76.4,PowerSoil-Pro-HT,LIB-MJ342-C12,LIB00105,C,0.81506,ILLUMINA-DNA-PREP.V2,LIB-MJ342-C12_02
MFD06114,EXT-MJ327-C2,EXT-MJ327-C2,EXT00105,C,2,81.7,PowerSoil-Pro-HT,LIB-MJ342-C2,LIB00105,C,1.05361,ILLUMINA-DNA-PREP.V2,LIB-MJ342-C2_02
MFD05023,EXT-MJ327-C4,EXT-MJ327-C4,EXT00105,C,4,157.3,PowerSoil-Pro-HT,LIB-MJ342-C4,LIB00105,C,2.16959,ILLUMINA-DNA-PREP.V2,LIB-MJ342-C4_02
MFD09697,EXT-MJ327-C5,EXT-MJ327-C5,EXT00105,C,5,67.18,PowerSoil-Pro-HT,LIB-MJ342-C5,LIB00105,C,3.01535,ILLUMINA-DNA-PREP.V2,LIB-MJ342-C5_02
MFD06251,EXT-MJ327-C6,EXT-MJ327-C6,EXT00105,C,6,68.6,PowerSoil-Pro-HT,LIB-MJ342-C6,LIB00105,C,3.34771,ILLUMINA-DNA-PREP.V2,LIB-MJ342-C6_02
MFD06391,EXT-MJ327-C7,EXT-MJ327-C7,EXT00105,C,7,22.1,PowerSoil-Pro-HT,LIB-MJ342-C7,LIB00105,C,1.53229,ILLUMINA-DNA-PREP.V2,LIB-MJ342-C7_02
MFD06527,EXT-MJ327-C8,EXT-MJ327-C8,EXT00105,C,8,5,PowerSoil-Pro-HT,LIB-MJ342-C8,LIB00105,C,1.06884,ILLUMINA-DNA-PREP.V2,LIB-MJ342-C8_02
MFD04620,EXT-MJ327-C9,EXT-MJ327-C9,EXT00105,C,9,9.39,PowerSoil-Pro-HT,LIB-MJ342-C9,LIB00105,C,1.78667,ILLUMINA-DNA-PREP.V2,LIB-MJ342-C9_02
MFD06186,EXT-MJ327-D1,EXT-MJ327-D1,EXT00105,D,1,62.45,PowerSoil-Pro-HT,LIB-MJ342-D1,LIB00105,D,1.04849,ILLUMINA-DNA-PREP.V2,LIB-MJ342-D1_02
MFD06590,EXT-MJ327-D10,EXT-MJ327-D10,EXT00105,D,10,85.5,PowerSoil-Pro-HT,LIB-MJ342-D10,LIB00105,D,1.4068,ILLUMINA-DNA-PREP.V2,LIB-MJ342-D10_02
MFD09793,EXT-MJ327-D11,EXT-MJ327-D11,EXT00105,D,11,100.14,PowerSoil-Pro-HT,LIB-MJ342-D11,LIB00105,D,2.40046,ILLUMINA-DNA-PREP.V2,LIB-MJ342-D11_02
MFD10656,EXT-MJ327-D2,EXT-MJ327-D2,EXT00105,D,2,78,PowerSoil-Pro-HT,LIB-MJ342-D2,LIB00105,D,2.11562,ILLUMINA-DNA-PREP.V2,LIB-MJ342-D2_02
MFD06213,EXT-MJ327-D3,EXT-MJ327-D3,EXT00105,D,3,24.54,PowerSoil-Pro-HT,LIB-MJ342-D3,LIB00105,D,1.84905,ILLUMINA-DNA-PREP.V2,LIB-MJ342-D3_02
MFD10145,EXT-MJ327-D4,EXT-MJ327-D4,EXT00105,D,4,3.9,PowerSoil-Pro-HT,LIB-MJ342-D4,LIB00105,D,1.16935,ILLUMINA-DNA-PREP.V2,LIB-MJ342-D4_02
MFD10678,EXT-MJ327-D5,EXT-MJ327-D5,EXT00105,D,5,48.4,PowerSoil-Pro-HT,LIB-MJ342-D5,LIB00105,D,2.02193,ILLUMINA-DNA-PREP.V2,LIB-MJ342-D5_02
MFD06165,EXT-MJ327-D6,EXT-MJ327-D6,EXT00105,D,6,24.9,PowerSoil-Pro-HT,LIB-MJ342-D6,LIB00105,D,0.85356,ILLUMINA-DNA-PREP.V2,LIB-MJ342-D6_02
MFD06767,EXT-MJ327-D7,EXT-MJ327-D7,EXT00105,D,7,14.59,PowerSoil-Pro-HT,LIB-MJ342-D7,LIB00105,D,1.25865,ILLUMINA-DNA-PREP.V2,LIB-MJ342-D7_02
MFD06417,EXT-MJ327-D8,EXT-MJ327-D8,EXT00105,D,8,26.7,PowerSoil-Pro-HT,LIB-MJ342-D8,LIB00105,D,0.01645,ILLUMINA-DNA-PREP.V2,NA
MFD10966,EXT-MJ327-D9,EXT-MJ327-D9,EXT00105,D,9,84.25,PowerSoil-Pro-HT,LIB-MJ342-D9,LIB00105,D,2.36306,ILLUMINA-DNA-PREP.V2,LIB-MJ342-D9_02
MFD10671,EXT-MJ327-E1,EXT-MJ327-E1,EXT00105,E,1,120.86,PowerSoil-Pro-HT,LIB-MJ342-E1,LIB00105,E,1.06335,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E1_02
MFD10626,EXT-MJ327-E10,EXT-MJ327-E10,EXT00105,E,10,94.7,PowerSoil-Pro-HT,LIB-MJ342-E10,LIB00105,E,2.45285,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E10_02
MFD06191,EXT-MJ327-E11,EXT-MJ327-E11,EXT00105,E,11,13.83,PowerSoil-Pro-HT,LIB-MJ342-E11,LIB00105,E,1.08833,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E11_02
MFD10686,EXT-MJ327-E2,EXT-MJ327-E2,EXT00105,E,2,27.2,PowerSoil-Pro-HT,LIB-MJ342-E2,LIB00105,E,1.27522,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E2_02
MFD06640,EXT-MJ327-E3,EXT-MJ327-E3,EXT00105,E,3,12.8,PowerSoil-Pro-HT,LIB-MJ342-E3,LIB00105,E,2.09369,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E3_02
MFD10606,EXT-MJ327-E4,EXT-MJ327-E4,EXT00105,E,4,74.3,PowerSoil-Pro-HT,LIB-MJ342-E4,LIB00105,E,2.00865,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E4_02
MFD04209,EXT-MJ327-E5,EXT-MJ327-E5,EXT00105,E,5,81.97,PowerSoil-Pro-HT,LIB-MJ342-E5,LIB00105,E,1.81603,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E5_02
MFD10661,EXT-MJ327-E6,EXT-MJ327-E6,EXT00105,E,6,9,PowerSoil-Pro-HT,LIB-MJ342-E6,LIB00105,E,1.06494,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E6_02
MFD06559,EXT-MJ327-E7,EXT-MJ327-E7,EXT00105,E,7,8.28,PowerSoil-Pro-HT,LIB-MJ342-E7,LIB00105,E,1.15631,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E7_02
MFD09854,EXT-MJ327-E8,EXT-MJ327-E8,EXT00105,E,8,53.5,PowerSoil-Pro-HT,LIB-MJ342-E8,LIB00105,E,1.73611,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E8_02
MFD09762,EXT-MJ327-E9,EXT-MJ327-E9,EXT00105,E,9,0.34,PowerSoil-Pro-HT,LIB-MJ342-E9,LIB00105,E,0.23307,ILLUMINA-DNA-PREP.V2,LIB-MJ342-E9_02
MFD06199,EXT-MJ327-F1,EXT-MJ327-F1,EXT00105,F,1,8.28,PowerSoil-Pro-HT,LIB-MJ342-F1,LIB00105,F,0.86343,ILLUMINA-DNA-PREP.V2,LIB-MJ342-F1_02
MFD06269,EXT-MJ327-F11,EXT-MJ327-F11,EXT00105,F,11,114.17,PowerSoil-Pro-HT,LIB-MJ342-F11,LIB00105,F,1.47332,ILLUMINA-DNA-PREP.V2,LIB-MJ342-F11_02
MFD09843,EXT-MJ327-F2,EXT-MJ327-F2,EXT00105,F,2,77.3,PowerSoil-Pro-HT,LIB-MJ342-F2,LIB00105,F,1.27242,ILLUMINA-DNA-PREP.V2,LIB-MJ342-F2_02
MFD06376,EXT-MJ327-F4,EXT-MJ327-F4,EXT00105,F,4,77.8,PowerSoil-Pro-HT,LIB-MJ342-F4,LIB00105,F,2.23221,ILLUMINA-DNA-PREP.V2,LIB-MJ342-F4_02
MFD10668,EXT-MJ327-F5,EXT-MJ327-F5,EXT00105,F,5,58.05,PowerSoil-Pro-HT,LIB-MJ342-F5,LIB00105,F,1.65071,ILLUMINA-DNA-PREP.V2,LIB-MJ342-F5_02
MFD10184,EXT-MJ327-F6,EXT-MJ327-F6,EXT00105,F,6,18.8,PowerSoil-Pro-HT,LIB-MJ342-F6,LIB00105,F,1.43458,ILLUMINA-DNA-PREP.V2,LIB-MJ342-F6_02
MFD09746,EXT-MJ327-F7,EXT-MJ327-F7,EXT00105,F,7,38.64,PowerSoil-Pro-HT,LIB-MJ342-F7,LIB00105,F,2.09868,ILLUMINA-DNA-PREP.V2,LIB-MJ342-F7_02
MFD01497,EXT-MJ327-F8,EXT-MJ327-F8,EXT00105,F,8,91.3,PowerSoil-Pro-HT,LIB-MJ342-F8,LIB00105,F,1.78009,ILLUMINA-DNA-PREP.V2,LIB-MJ342-F8_02
MFD06250,EXT-MJ327-F9,EXT-MJ327-F9,EXT00105,F,9,17.37,PowerSoil-Pro-HT,LIB-MJ342-F9,LIB00105,F,1.39181,ILLUMINA-DNA-PREP.V2,LIB-MJ342-F9_02
MFD06216,EXT-MJ327-G1,EXT-MJ327-G1,EXT00105,G,1,52.33,PowerSoil-Pro-HT,LIB-MJ342-G1,LIB00105,G,0.5809,ILLUMINA-DNA-PREP.V2,LIB-MJ342-G1_02
MFD10596,EXT-MJ327-G10,EXT-MJ327-G10,EXT00105,G,10,31,PowerSoil-Pro-HT,LIB-MJ342-G10,LIB00105,G,1.7606,ILLUMINA-DNA-PREP.V2,LIB-MJ342-G10_02
MFD06198,EXT-MJ327-G11,EXT-MJ327-G11,EXT00105,G,11,6.67,PowerSoil-Pro-HT,LIB-MJ342-G11,LIB00105,G,1.19335,ILLUMINA-DNA-PREP.V2,LIB-MJ342-G11_02
MFD10138,EXT-MJ327-G2,EXT-MJ327-G2,EXT00105,G,2,95.4,PowerSoil-Pro-HT,LIB-MJ342-G2,LIB00105,G,1.7684,ILLUMINA-DNA-PREP.V2,LIB-MJ342-G2_02
MFD06162,EXT-MJ327-G3,EXT-MJ327-G3,EXT00105,G,3,32.97,PowerSoil-Pro-HT,LIB-MJ342-G3,LIB00105,G,1.56433,ILLUMINA-DNA-PREP.V2,LIB-MJ342-G3_02
MFD06307,EXT-MJ327-G4,EXT-MJ327-G4,EXT00105,G,4,55.8,PowerSoil-Pro-HT,LIB-MJ342-G4,LIB00105,G,2.05763,ILLUMINA-DNA-PREP.V2,LIB-MJ342-G4_02
MFD06276,EXT-MJ327-G5,EXT-MJ327-G5,EXT00105,G,5,45.27,PowerSoil-Pro-HT,LIB-MJ342-G5,LIB00105,G,2.54983,ILLUMINA-DNA-PREP.V2,LIB-MJ342-G5_02
MFD09967,EXT-MJ327-G6,EXT-MJ327-G6,EXT00105,G,6,94.9,PowerSoil-Pro-HT,LIB-MJ342-G6,LIB00105,G,0.8806,ILLUMINA-DNA-PREP.V2,LIB-MJ342-G6_02
MFD10112,EXT-MJ327-G7,EXT-MJ327-G7,EXT00105,G,7,100.43,PowerSoil-Pro-HT,LIB-MJ342-G7,LIB00105,G,2.11001,ILLUMINA-DNA-PREP.V2,LIB-MJ342-G7_02
MFD06299,EXT-MJ327-G8,EXT-MJ327-G8,EXT00105,G,8,45.5,PowerSoil-Pro-HT,LIB-MJ342-G8,LIB00105,G,1.48453,ILLUMINA-DNA-PREP.V2,LIB-MJ342-G8_02
MFD10150,EXT-MJ327-G9,EXT-MJ327-G9,EXT00105,G,9,70.21,PowerSoil-Pro-HT,LIB-MJ342-G9,LIB00105,G,2.42227,ILLUMINA-DNA-PREP.V2,LIB-MJ342-G9_02
MFD10118,EXT-MJ327-H1,EXT-MJ327-H1,EXT00105,H,1,72.41,PowerSoil-Pro-HT,LIB-MJ342-H1,LIB00105,H,0.13353,ILLUMINA-DNA-PREP.V2,LIB-MJ342-H1_02
MFD06126,EXT-MJ327-H10,EXT-MJ327-H10,EXT00105,H,10,30.3,PowerSoil-Pro-HT,LIB-MJ342-H10,LIB00105,H,1.38024,ILLUMINA-DNA-PREP.V2,LIB-MJ342-H10_02
MFD06181,EXT-MJ327-H11,EXT-MJ327-H11,EXT00105,H,11,11.16,PowerSoil-Pro-HT,LIB-MJ342-H11,LIB00105,H,0.21418,ILLUMINA-DNA-PREP.V2,LIB-MJ342-H11_02
MFD06564,EXT-MJ327-H2,EXT-MJ327-H2,EXT00105,H,2,18.8,PowerSoil-Pro-HT,LIB-MJ342-H2,LIB00105,H,0.55665,ILLUMINA-DNA-PREP.V2,LIB-MJ342-H2_02
MFD10119,EXT-MJ327-H3,EXT-MJ327-H3,EXT00105,H,3,48.62,PowerSoil-Pro-HT,LIB-MJ342-H3,LIB00105,H,0.66179,ILLUMINA-DNA-PREP.V2,LIB-MJ342-H3_02
MFD06365,EXT-MJ327-H4,EXT-MJ327-H4,EXT00105,H,4,72.9,PowerSoil-Pro-HT,LIB-MJ342-H4,LIB00105,H,2.02193,ILLUMINA-DNA-PREP.V2,LIB-MJ342-H4_02
MFD10662,EXT-MJ327-H5,EXT-MJ327-H5,EXT00105,H,5,32.7,PowerSoil-Pro-HT,LIB-MJ342-H5,LIB00105,H,1.56457,ILLUMINA-DNA-PREP.V2,LIB-MJ342-H5_02
MFD06387,EXT-MJ327-H6,EXT-MJ327-H6,EXT00105,H,6,114.3,PowerSoil-Pro-HT,LIB-MJ342-H6,LIB00105,H,1.81908,ILLUMINA-DNA-PREP.V2,LIB-MJ342-H6_02
MFD10623,EXT-MJ327-H7,EXT-MJ327-H7,EXT00105,H,7,6.48,PowerSoil-Pro-HT,LIB-MJ342-H7,LIB00105,H,1.21893,ILLUMINA-DNA-PREP.V2,LIB-MJ342-H7_02
MFD09899,EXT-MJ327-H8,EXT-MJ327-H8,EXT00105,H,8,9.4,PowerSoil-Pro-HT,LIB-MJ342-H8,LIB00105,H,0.99135,ILLUMINA-DNA-PREP.V2,LIB-MJ342-H8_02
MFD09744,EXT-MJ327-H9,EXT-MJ327-H9,EXT00105,H,9,66.25,PowerSoil-Pro-HT,LIB-MJ342-H9,LIB00105,H,1.40826,ILLUMINA-DNA-PREP.V2,LIB-MJ342-H9_02
MFD10628,EXT-MJ328-A1,EXT-MJ328-A1,EXT00106,A,1,90.52,PowerSoil-Pro-HT,LIB-MJ343-A1,LIB00106,A,0.20366,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A1_01
MFD06325,EXT-MJ328-A10,EXT-MJ328-A10,EXT00106,A,10,82.4,PowerSoil-Pro-HT,LIB-MJ343-A10,LIB00106,A,1.01143,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A10_01
MFD06348,EXT-MJ328-A11,EXT-MJ328-A11,EXT00106,A,11,33.21,PowerSoil-Pro-HT,LIB-MJ343-A11,LIB00106,A,0.5264,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A11_01
MFD09688,EXT-MJ328-A12,EXT-MJ328-A12,EXT00106,A,12,129.8,PowerSoil-Pro-HT,LIB-MJ343-A12,LIB00106,A,0.25556,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A12_01
MFD10128,EXT-MJ328-A2,EXT-MJ328-A2,EXT00106,A,2,51.4,PowerSoil-Pro-HT,LIB-MJ343-A2,LIB00106,A,0.90895,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A2_01
MFD06256,EXT-MJ328-A3,EXT-MJ328-A3,EXT00106,A,3,78.28,PowerSoil-Pro-HT,LIB-MJ343-A3,LIB00106,A,1.46986,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A3_01
MFD06361,EXT-MJ328-A4,EXT-MJ328-A4,EXT00106,A,4,60.8,PowerSoil-Pro-HT,LIB-MJ343-A4,LIB00106,A,1.11129,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A4_01
MFD06283,EXT-MJ328-A5,EXT-MJ328-A5,EXT00106,A,5,32.04,PowerSoil-Pro-HT,LIB-MJ343-A5,LIB00106,A,0.6443,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A5_01
MFD06549,EXT-MJ328-A6,EXT-MJ328-A6,EXT00106,A,6,7.5,PowerSoil-Pro-HT,LIB-MJ343-A6,LIB00106,A,0.89656,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A6_01
MFD10652,EXT-MJ328-A7,EXT-MJ328-A7,EXT00106,A,7,54.53,PowerSoil-Pro-HT,LIB-MJ343-A7,LIB00106,A,1.08507,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A7_01
MFD06215,EXT-MJ328-A8,EXT-MJ328-A8,EXT00106,A,8,38.1,PowerSoil-Pro-HT,LIB-MJ343-A8,LIB00106,A,1.14764,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A8_01
MFD09498,EXT-MJ328-A9,EXT-MJ328-A9,EXT00106,A,9,86.87,PowerSoil-Pro-HT,LIB-MJ343-A9,LIB00106,A,1.53138,ILLUMINA-DNA-PREP.V2,LIB-MJ343-A9_01
MFD06305,EXT-MJ328-B1,EXT-MJ328-B1,EXT00106,B,1,31.22,PowerSoil-Pro-HT,LIB-MJ343-B1,LIB00106,B,0.46027,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B1_01
MFD10166,EXT-MJ328-B10,EXT-MJ328-B10,EXT00106,B,10,40.1,PowerSoil-Pro-HT,LIB-MJ343-B10,LIB00106,B,1.1707,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B10_01
MFD10600,EXT-MJ328-B11,EXT-MJ328-B11,EXT00106,B,11,74.19,PowerSoil-Pro-HT,LIB-MJ343-B11,LIB00106,B,1.05148,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B11_01
MFD06385,EXT-MJ328-B12,EXT-MJ328-B12,EXT00106,B,12,134.9,PowerSoil-Pro-HT,LIB-MJ343-B12,LIB00106,B,0.46528,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B12_01
MFD06225,EXT-MJ328-B2,EXT-MJ328-B2,EXT00106,B,2,38.9,PowerSoil-Pro-HT,LIB-MJ343-B2,LIB00106,B,0.93885,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B2_01
MFD09928,EXT-MJ328-B3,EXT-MJ328-B3,EXT00106,B,3,67.6,PowerSoil-Pro-HT,LIB-MJ343-B3,LIB00106,B,1.27872,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B3_01
MFD06292,EXT-MJ328-B4,EXT-MJ328-B4,EXT00106,B,4,73.2,PowerSoil-Pro-HT,LIB-MJ343-B4,LIB00106,B,0.97639,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B4_01
MFD06341,EXT-MJ328-B5,EXT-MJ328-B5,EXT00106,B,5,50.04,PowerSoil-Pro-HT,LIB-MJ343-B5,LIB00106,B,1.1732,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B5_01
MFD09797,EXT-MJ328-B6,EXT-MJ328-B6,EXT00106,B,6,42.5,PowerSoil-Pro-HT,LIB-MJ343-B6,LIB00106,B,1.55061,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B6_01
MFD06177,EXT-MJ328-B7,EXT-MJ328-B7,EXT00106,B,7,4.96,PowerSoil-Pro-HT,LIB-MJ343-B7,LIB00106,B,0.44328,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B7_01
MFD09846,EXT-MJ328-B8,EXT-MJ328-B8,EXT00106,B,8,118.7,PowerSoil-Pro-HT,LIB-MJ343-B8,LIB00106,B,1.27305,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B8_01
MFD06139,EXT-MJ328-B9,EXT-MJ328-B9,EXT00106,B,9,19.45,PowerSoil-Pro-HT,LIB-MJ343-B9,LIB00106,B,1.24262,ILLUMINA-DNA-PREP.V2,LIB-MJ343-B9_01
MFD06378,EXT-MJ328-C1,EXT-MJ328-C1,EXT00106,C,1,153.37,PowerSoil-Pro-HT,LIB-MJ343-C1,LIB00106,C,0.60504,ILLUMINA-DNA-PREP.V2,LIB-MJ343-C1_01
MFD10697,EXT-MJ328-C11,EXT-MJ328-C11,EXT00106,C,11,135.4,PowerSoil-Pro-HT,LIB-MJ343-C11,LIB00106,C,1.36461,ILLUMINA-DNA-PREP.V2,LIB-MJ343-C11_01
MFD10169,EXT-MJ328-C12,EXT-MJ328-C12,EXT00106,C,12,31,PowerSoil-Pro-HT,LIB-MJ343-C12,LIB00106,C,0.68658,ILLUMINA-DNA-PREP.V2,LIB-MJ343-C12_01
MFD06596,EXT-MJ328-C2,EXT-MJ328-C2,EXT00106,C,2,54.4,PowerSoil-Pro-HT,LIB-MJ343-C2,LIB00106,C,0.9922,ILLUMINA-DNA-PREP.V2,LIB-MJ343-C2_01
MFD06589,EXT-MJ328-C4,EXT-MJ328-C4,EXT00106,C,4,21.1,PowerSoil-Pro-HT,LIB-MJ343-C4,LIB00106,C,0.01976,ILLUMINA-DNA-PREP.V2,LIB-MJ343-C4_01
MFD10116,EXT-MJ328-C5,EXT-MJ328-C5,EXT00106,C,5,11,PowerSoil-Pro-HT,LIB-MJ343-C5,LIB00106,C,0.86877,ILLUMINA-DNA-PREP.V2,LIB-MJ343-C5_01
MFD06520,EXT-MJ328-C6,EXT-MJ328-C6,EXT00106,C,6,19.6,PowerSoil-Pro-HT,LIB-MJ343-C6,LIB00106,C,1.69064,ILLUMINA-DNA-PREP.V2,LIB-MJ343-C6_01
MFD06776,EXT-MJ328-C7,EXT-MJ328-C7,EXT00106,C,7,88.36,PowerSoil-Pro-HT,LIB-MJ343-C7,LIB00106,C,1.52822,ILLUMINA-DNA-PREP.V2,LIB-MJ343-C7_01
MFD09973,EXT-MJ328-C8,EXT-MJ328-C8,EXT00106,C,8,114.5,PowerSoil-Pro-HT,LIB-MJ343-C8,LIB00106,C,1.18967,ILLUMINA-DNA-PREP.V2,LIB-MJ343-C8_01
MFD05040,EXT-MJ328-C9,EXT-MJ328-C9,EXT00106,C,9,109.43,PowerSoil-Pro-HT,LIB-MJ343-C9,LIB00106,C,0.80132,ILLUMINA-DNA-PREP.V2,LIB-MJ343-C9_01
MFD06726,EXT-MJ328-D1,EXT-MJ328-D1,EXT00106,D,1,108.43,PowerSoil-Pro-HT,LIB-MJ343-D1,LIB00106,D,0.44117,ILLUMINA-DNA-PREP.V2,LIB-MJ343-D1_01
MFD09764,EXT-MJ328-D10,EXT-MJ328-D10,EXT00106,D,10,76.9,PowerSoil-Pro-HT,LIB-MJ343-D10,LIB00106,D,1.34985,ILLUMINA-DNA-PREP.V2,LIB-MJ343-D10_01
MFD06728,EXT-MJ328-D11,EXT-MJ328-D11,EXT00106,D,11,15.3,PowerSoil-Pro-HT,LIB-MJ343-D11,LIB00106,D,1.01302,ILLUMINA-DNA-PREP.V2,LIB-MJ343-D11_01
MFD01513,EXT-MJ328-D2,EXT-MJ328-D2,EXT00106,D,2,89.6,PowerSoil-Pro-HT,LIB-MJ343-D2,LIB00106,D,0.91092,ILLUMINA-DNA-PREP.V2,LIB-MJ343-D2_01
MFD01488,EXT-MJ328-D3,EXT-MJ328-D3,EXT00106,D,3,11.83,PowerSoil-Pro-HT,LIB-MJ343-D3,LIB00106,D,0.83847,ILLUMINA-DNA-PREP.V2,LIB-MJ343-D3_01
MFD09448,EXT-MJ328-D4,EXT-MJ328-D4,EXT00106,D,4,68.9,PowerSoil-Pro-HT,LIB-MJ343-D4,LIB00106,D,1.58236,ILLUMINA-DNA-PREP.V2,LIB-MJ343-D4_01
MFD06555,EXT-MJ328-D5,EXT-MJ328-D5,EXT00106,D,5,26.27,PowerSoil-Pro-HT,LIB-MJ343-D5,LIB00106,D,1.29215,ILLUMINA-DNA-PREP.V2,LIB-MJ343-D5_01
MFD06679,EXT-MJ328-D6,EXT-MJ328-D6,EXT00106,D,6,42.5,PowerSoil-Pro-HT,LIB-MJ343-D6,LIB00106,D,1.75282,ILLUMINA-DNA-PREP.V2,LIB-MJ343-D6_01
MFD06572,EXT-MJ328-D7,EXT-MJ328-D7,EXT00106,D,7,25.03,PowerSoil-Pro-HT,LIB-MJ343-D7,LIB00106,D,1.60014,ILLUMINA-DNA-PREP.V2,LIB-MJ343-D7_01
MFD10607,EXT-MJ328-D8,EXT-MJ328-D8,EXT00106,D,8,64.4,PowerSoil-Pro-HT,LIB-MJ343-D8,LIB00106,D,2.01496,ILLUMINA-DNA-PREP.V2,LIB-MJ343-D8_01
MFD06254,EXT-MJ328-D9,EXT-MJ328-D9,EXT00106,D,9,95.86,PowerSoil-Pro-HT,LIB-MJ343-D9,LIB00106,D,1.78299,ILLUMINA-DNA-PREP.V2,LIB-MJ343-D9_01
MFD10704,EXT-MJ328-E1,EXT-MJ328-E1,EXT00106,E,1,86.27,PowerSoil-Pro-HT,LIB-MJ343-E1,LIB00106,E,0.866,ILLUMINA-DNA-PREP.V2,LIB-MJ343-E1_01
MFD06533,EXT-MJ328-E10,EXT-MJ328-E10,EXT00106,E,10,7.3,PowerSoil-Pro-HT,LIB-MJ343-E10,LIB00106,E,1.19059,ILLUMINA-DNA-PREP.V2,LIB-MJ343-E10_01
MFD10665,EXT-MJ328-E11,EXT-MJ328-E11,EXT00106,E,11,30.07,PowerSoil-Pro-HT,LIB-MJ343-E11,LIB00106,E,0.8934,ILLUMINA-DNA-PREP.V2,LIB-MJ343-E11_01
MFD06706,EXT-MJ328-E2,EXT-MJ328-E2,EXT00106,E,2,51.4,PowerSoil-Pro-HT,LIB-MJ343-E2,LIB00106,E,0.89683,ILLUMINA-DNA-PREP.V2,LIB-MJ343-E2_01
MFD06262,EXT-MJ328-E3,EXT-MJ328-E3,EXT00106,E,3,90.32,PowerSoil-Pro-HT,LIB-MJ343-E3,LIB00106,E,1.56234,ILLUMINA-DNA-PREP.V2,LIB-MJ343-E3_01
MFD10144,EXT-MJ328-E4,EXT-MJ328-E4,EXT00106,E,4,37.6,PowerSoil-Pro-HT,LIB-MJ343-E4,LIB00106,E,1.13961,ILLUMINA-DNA-PREP.V2,LIB-MJ343-E4_01
MFD04909,EXT-MJ328-E5,EXT-MJ328-E5,EXT00106,E,5,149.06,PowerSoil-Pro-HT,LIB-MJ343-E5,LIB00106,E,2.06133,ILLUMINA-DNA-PREP.V2,LIB-MJ343-E5_01
MFD06360,EXT-MJ328-E6,EXT-MJ328-E6,EXT00106,E,6,116.3,PowerSoil-Pro-HT,LIB-MJ343-E6,LIB00106,E,0.67657,ILLUMINA-DNA-PREP.V2,LIB-MJ343-E6_01
MFD10188,EXT-MJ328-E7,EXT-MJ328-E7,EXT00106,E,7,148.97,PowerSoil-Pro-HT,LIB-MJ343-E7,LIB00106,E,1.19283,ILLUMINA-DNA-PREP.V2,LIB-MJ343-E7_01
