fieldsample_barcode	BioProject	BioSample	Metagenome	Metagenome_assembly	EUK_operon	BAC_operon	UMI_16SrRNA
MFD09060	PRJNA1071982	SAMN39873119	SRX23709267	MFD09060.fa			
MFD09061	PRJNA1071982	SAMN39873120	SRX23709268	MFD09061.fa			
MFD09062	PRJNA1071982	SAMN39873121	SRX23709269	MFD09062.fa			
MFD09063	PRJNA1071982	SAMN39873122	SRX23709270	MFD09063.fa			
MFD09064	PRJNA1071982	SAMN39873123	SRX23711026	MFD09064.fa			
MFD09065	PRJNA1071982	SAMN39873124	SRX23711027	MFD09065.fa			
MFD09067	PRJNA1071982	SAMN39873125	SRX23711054	MFD09067.fa	SRX23628065	SRX23628064	SRX23662514
MFD09068	PRJNA1071982	SAMN39873126	SRX23710884	MFD09068.fa			
MFD09069	PRJNA1071982	SAMN39873127	SRX23710911	MFD09069.fa			
MFD09070	PRJNA1071982	SAMN39873128	SRX23710940	MFD09070.fa	SRX23628260	SRX23628259	SRX23662516
MFD09071	PRJNA1071982	SAMN39873129	SRX23710967	MFD09071.fa			
MFD09072	PRJNA1071982	SAMN39873130	SRX23710995	MFD09072.fa			
MFD09073	PRJNA1071982	SAMN39873131	SRX23711022	MFD09073.fa			
MFD09074	PRJNA1071982	SAMN39873132	SRX23711701	MFD09074.fa			
MFD09075	PRJNA1071982	SAMN39873133	SRX23711028	MFD09075.fa			
MFD09076	PRJNA1071982	SAMN39873134	SRX23711066	MFD09076.fa			
MFD09077	PRJNA1071982	SAMN39873135	SRX23711077	MFD09077.fa			
MFD09078	PRJNA1071982	SAMN39873136	SRX23711282	MFD09078.fa			
MFD09079	PRJNA1071982	SAMN39873137	SRX23711293	MFD09079.fa			
MFD09080	PRJNA1071982	SAMN39873138	SRX23711304	MFD09080.fa			
MFD09081	PRJNA1071982	SAMN39873139	SRX23711510	MFD09081.fa			
MFD09082	PRJNA1071982	SAMN39873140	SRX23711521	MFD09082.fa			
MFD09083	PRJNA1071982	SAMN39873141	SRX23711032	MFD09083.fa			
MFD09084	PRJNA1071982	SAMN39873142	SRX23711043	MFD09084.fa			
MFD09085	PRJNA1071982	SAMN39873143	SRX23711055	MFD09085.fa			
MFD09086	PRJNA1071982	SAMN39873144	SRX23711094	MFD09086.fa			
MFD09087	PRJNA1071982	SAMN39873145	SRX23711105	MFD09087.fa			
MFD09088	PRJNA1071982	SAMN39873146	SRX23711310	MFD09088.fa			
MFD09089	PRJNA1071982	SAMN39873147	SRX23711321	MFD09089.fa			
MFD09090	PRJNA1071982	SAMN39873148	SRX23711332	MFD09090.fa			
MFD09091	PRJNA1071982	SAMN39873149	SRX23711538	MFD09091.fa			
MFD09092	PRJNA1071982	SAMN39873150	SRX23711549	MFD09092.fa			
MFD09093	PRJNA1071982	SAMN39873151	SRX23710862	MFD09093.fa			
MFD09094	PRJNA1071982	SAMN39873152	SRX23710873	MFD09094.fa			
MFD09095	PRJNA1071982	SAMN39873153	SRX23710885	MFD09095.fa			
MFD09096	PRJNA1071982	SAMN39873154	SRX23711122	MFD09096.fa			
MFD09097	PRJNA1071982	SAMN39873155	SRX23711133	MFD09097.fa			
MFD09098	PRJNA1071982	SAMN39873156	SRX23711338	MFD09098.fa			
MFD09099	PRJNA1071982	SAMN39873157	SRX23711349	MFD09099.fa			
MFD09100	PRJNA1071982	SAMN39873158	SRX23711360	MFD09100.fa			
MFD09101	PRJNA1071982	SAMN39873159	SRX23711565	MFD09101.fa			
MFD09102	PRJNA1071982	SAMN39873160	SRX23711576	MFD09102.fa			
MFD09103	PRJNA1071982	SAMN39873161	SRX23710889	MFD09103.fa			
