fieldsample_barcode	BioProject	BioSample	Metagenome	Metagenome_assembly	EUK_operon	BAC_operon	UMI_16SrRNA
MFD05529	PRJNA1071982	SAMN39869855	SRX23675894	MFD05529.fa			
MFD05530	PRJNA1071982	SAMN39869856	SRX23675896	MFD05530.fa			
MFD05531	PRJNA1071982	SAMN39869857	SRX23675897	MFD05531.fa			
MFD05532	PRJNA1071982	SAMN39869858	SRX23675898	MFD05532.fa			
MFD05533	PRJNA1071982	SAMN39869859	SRX23675899	MFD05533.fa			
MFD05534	PRJNA1071982	SAMN39869860	SRX23675900	MFD05534.fa	SRX23627799	SRX23627798	SRX23662782
MFD05535	PRJNA1071982	SAMN39869861	SRX23676066	MFD05535.fa			
MFD05536	PRJNA1071982	SAMN39869862	SRX23676067	MFD05536.fa			
MFD05537	PRJNA1071982	SAMN39869863	SRX23676068	MFD05537.fa			
MFD05538	PRJNA1071982	SAMN39869864	SRX23676069	MFD05538.fa			
MFD05539	PRJNA1071982	SAMN39869865	SRX23676070	MFD05539.fa			
MFD05540	PRJNA1071982	SAMN39869866	SRX23676072	MFD05540.fa			
MFD05541	PRJNA1071982	SAMN39869867	SRX23676073	MFD05541.fa			
MFD05542	PRJNA1071982	SAMN39869868	SRX23676074	MFD05542.fa			
MFD05543	PRJNA1071982	SAMN39869869	SRX23676075	MFD05543.fa			
MFD05544	PRJNA1071982	SAMN39869870	SRX23676076	MFD05544.fa			
MFD05545	PRJNA1071982	SAMN39869871	SRX23676077	MFD05545.fa			
MFD05546	PRJNA1071982	SAMN39869872	SRX23676078	MFD05546.fa			
MFD05547	PRJNA1071982	SAMN39869873	SRX23676079	MFD05547.fa			
MFD05548	PRJNA1071982	SAMN39869874	SRX23676080	MFD05548.fa			
MFD05549	PRJNA1071982	SAMN39869875	SRX23676081	MFD05549.fa			
MFD05550	PRJNA1071982	SAMN39869876	SRX23676083	MFD05550.fa			
MFD05551	PRJNA1071982	SAMN39869877	SRX23676084	MFD05551.fa			
MFD05552	PRJNA1071982	SAMN39869878	SRX23676085	MFD05552.fa			
MFD05553	PRJNA1071982	SAMN39869879	SRX23676086	MFD05553.fa			
MFD05554	PRJNA1071982	SAMN39869880	SRX23676087	MFD05554.fa			
MFD05555	PRJNA1071982	SAMN39869881	SRX23676088	MFD05555.fa			
MFD05556	PRJNA1071982	SAMN39869882	SRX23676089	MFD05556.fa			
MFD05557	PRJNA1071982	SAMN39869883	SRX23676090	MFD05557.fa			
MFD05558	PRJNA1071982	SAMN39874951	SRX23676091	MFD05558.fa			
MFD05559	PRJNA1071982	SAMN39869884	SRX23676092	MFD05559.fa			
MFD05561	PRJNA1071982	SAMN39869885	SRX23675484	MFD05561.fa			
MFD05562	PRJNA1071982	SAMN39869886	SRX23675485	MFD05562.fa			
MFD05563	PRJNA1071982	SAMN39869887	SRX23675486	MFD05563.fa			
MFD05564	PRJNA1071982	SAMN39869888	SRX23675487	MFD05564.fa			
MFD05565	PRJNA1071982	SAMN39869889	SRX23675488	MFD05565.fa			
MFD05566	PRJNA1071982	SAMN39869890	SRX23675489	MFD05566.fa			
MFD05567	PRJNA1071982	SAMN39869891	SRX23675490	MFD05567.fa			
MFD05568	PRJNA1071982	SAMN39869892	SRX23675491	MFD05568.fa			
MFD05569	PRJNA1071982	SAMN39869893	SRX23675492	MFD05569.fa			
MFD05570	PRJNA1071982	SAMN39869894	SRX23675493	MFD05570.fa			
MFD05571	PRJNA1071982	SAMN39869895	SRX23675495	MFD05571.fa			
MFD05572	PRJNA1071982	SAMN39869896	SRX23675496	MFD05572.fa			
MFD05573	PRJNA1071982	SAMN39869897	SRX23675497	MFD05573.fa			
MFD05574	PRJNA1071982	SAMN39869898	SRX23675498	MFD05574.fa			
MFD05575	PRJNA1071982	SAMN39869899	SRX23675499	MFD05575.fa			
MFD05576	PRJNA1071982	SAMN39869900	SRX23675500	MFD05576.fa			
MFD05577	PRJNA1071982	SAMN39869901	SRX23675501	MFD05577.fa			
MFD05578	PRJNA1071982	SAMN39869902	SRX23675502	MFD05578.fa			
MFD05579	PRJNA1071982	SAMN39869903	SRX23675503	MFD05579.fa			
MFD05580	PRJNA1071982	SAMN39869904	SRX23675504	MFD05580.fa			
MFD05581	PRJNA1071982	SAMN39869905	SRX23675506	MFD05581.fa	SRX23627801	SRX23627800	SRX23662783
MFD05582	PRJNA1071982	SAMN39869906	SRX23675507	MFD05582.fa			
MFD05583	PRJNA1071982	SAMN39869907	SRX23675508	MFD05583.fa			
MFD05584	PRJNA1071982	SAMN39869908	SRX23675509	MFD05584.fa			
MFD05585	PRJNA1071982	SAMN39869909	SRX23675901	MFD05585.fa			
MFD05586	PRJNA1071982	SAMN39869910	SRX23675902	MFD05586.fa			
MFD05587	PRJNA1071982	SAMN39869911	SRX23675903	MFD05587.fa			
MFD05588	PRJNA1071982	SAMN39869912	SRX23675904	MFD05588.fa			
MFD05589	PRJNA1071982	SAMN39869913	SRX23675905	MFD05589.fa			
MFD05590	PRJNA1071982	SAMN39869914	SRX23675906	MFD05590.fa			
MFD05591	PRJNA1071982	SAMN39869915	SRX23675908	MFD05591.fa			
MFD05592	PRJNA1071982	SAMN39869916	SRX23675909	MFD05592.fa			
MFD05593	PRJNA1071982	SAMN39869917	SRX23675910	MFD05593.fa			
MFD05594	PRJNA1071982	SAMN39869918	SRX23675911	MFD05594.fa			
MFD05595	PRJNA1071982	SAMN39869919	SRX23675912	MFD05595.fa			
MFD05596	PRJNA1071982	SAMN39869920	SRX23675913	MFD05596.fa			
MFD05597	PRJNA1071982	SAMN39869921	SRX23675914	MFD05597.fa			
MFD05598	PRJNA1071982	SAMN39869922	SRX23675915	MFD05598.fa			
MFD05599	PRJNA1071982	SAMN39869923	SRX23675916	MFD05599.fa			
MFD05600	PRJNA1071982	SAMN39869924	SRX23675917	MFD05600.fa			
MFD05601	PRJNA1071982	SAMN39869925	SRX23675919	MFD05601.fa			
MFD05602	PRJNA1071982	SAMN39869926	SRX23675920	MFD05602.fa			
MFD05603	PRJNA1071982	SAMN39869927	SRX23675921	MFD05603.fa			
MFD05604	PRJNA1071982	SAMN39869928	SRX23675922	MFD05604.fa			
MFD05605	PRJNA1071982	SAMN39869929	SRX23675923	MFD05605.fa			
MFD05606	PRJNA1071982	SAMN39869930	SRX23675924	MFD05606.fa	SRX23627803	SRX23627802	SRX23662784
MFD05607	PRJNA1071982	SAMN39869931	SRX23675925	MFD05607.fa			
MFD05608	PRJNA1071982	SAMN39869932	SRX23675926	MFD05608.fa			
MFD05609	PRJNA1071982	SAMN39869933	SRX23675927	MFD05609.fa			
MFD05610	PRJNA1071982	SAMN39869934	SRX23675928	MFD05610.fa			
MFD05611	PRJNA1071982	SAMN39869935	SRX23676095	MFD05611.fa			
MFD05612	PRJNA1071982	SAMN39869936	SRX23676096	MFD05612.fa			
MFD05613	PRJNA1071982	SAMN39869937	SRX23676097	MFD05613.fa			
MFD05614	PRJNA1071982	SAMN39869938	SRX23676098	MFD05614.fa			
MFD05615	PRJNA1071982	SAMN39869939	SRX23676099	MFD05615.fa			
MFD05616	PRJNA1071982	SAMN39869940	SRX23676100	MFD05616.fa			
MFD05617	PRJNA1071982	SAMN39869941	SRX23676101	MFD05617.fa			
MFD05618	PRJNA1071982	SAMN39869942	SRX23676102	MFD05618.fa			
MFD05619	PRJNA1071982	SAMN39869943	SRX23676103	MFD05619.fa			
MFD05620	PRJNA1071982	SAMN39869944	SRX23676104	MFD05620.fa			
MFD05621	PRJNA1071982	SAMN39869945	SRX23676106	MFD05621.fa			
MFD05622	PRJNA1071982	SAMN39869946	SRX23676107	MFD05622.fa	SRX23627806	SRX23627805	SRX23662785
MFD05623	PRJNA1071982	SAMN39869947	SRX23676108	MFD05623.fa			
MFD05624	PRJNA1071982	SAMN39869948	SRX23676109	MFD05624.fa			
MFD05625	PRJNA1071982	SAMN39869949	SRX23676110	MFD05625.fa			
MFD05626	PRJNA1071982	SAMN39869950	SRX23676111	MFD05626.fa			
MFD05627	PRJNA1071982	SAMN39869951	SRX23676112	MFD05627.fa			
MFD05628	PRJNA1071982	SAMN39869952	SRX23676113	MFD05628.fa			
MFD05629	PRJNA1071982	SAMN39869953	SRX23676114	MFD05629.fa			
MFD05630	PRJNA1071982	SAMN39869954	SRX23676115	MFD05630.fa			
MFD05631	PRJNA1071982	SAMN39869955	SRX23676117	MFD05631.fa			
MFD05632	PRJNA1071982	SAMN39869956	SRX23676118	MFD05632.fa			
MFD05633	PRJNA1071982	SAMN39869957	SRX23676119	MFD05633.fa			
MFD05634	PRJNA1071982	SAMN39869958	SRX23676120	MFD05634.fa			
MFD05635	PRJNA1071982	SAMN39869959	SRX23676121	MFD05635.fa			
MFD05636	PRJNA1071982	SAMN39869960	SRX23675706	MFD05636.fa			
MFD05637	PRJNA1071982	SAMN39869961	SRX23675707	MFD05637.fa			
MFD05638	PRJNA1071982	SAMN39869962	SRX23675708	MFD05638.fa			
MFD05639	PRJNA1071982	SAMN39869963	SRX23675709	MFD05639.fa			
MFD05640	PRJNA1071982	SAMN39869964	SRX23675710	MFD05640.fa	SRX23627808	SRX23627807	SRX23662787
MFD05641	PRJNA1071982	SAMN39869965	SRX23675712	MFD05641.fa			
MFD05642	PRJNA1071982	SAMN39869966	SRX23675713	MFD05642.fa			
MFD05643	PRJNA1071982	SAMN39869967	SRX23675714	MFD05643.fa			
MFD05644	PRJNA1071982	SAMN39869968	SRX23675715	MFD05644.fa			
MFD05645	PRJNA1071982	SAMN39869969	SRX23675716	MFD05645.fa			
MFD05646	PRJNA1071982	SAMN39869970	SRX23675717	MFD05646.fa			
MFD05647	PRJNA1071982	SAMN39869971	SRX23675718	MFD05647.fa			
MFD05648	PRJNA1071982	SAMN39869972	SRX23675719	MFD05648.fa			
MFD05649	PRJNA1071982	SAMN39869973	SRX23675720	MFD05649.fa			
MFD05650	PRJNA1071982	SAMN39869974	SRX23675721	MFD05650.fa			
MFD05651	PRJNA1071982	SAMN39869975	SRX23675723	MFD05651.fa			
MFD05652	PRJNA1071982	SAMN39869976	SRX23675724	MFD05652.fa			
MFD05653	PRJNA1071982	SAMN39869977	SRX23675725	MFD05653.fa			
MFD05654	PRJNA1071982	SAMN39869978	SRX23675726	MFD05654.fa			
MFD05655	PRJNA1071982	SAMN39869979	SRX23675727	MFD05655.fa			
MFD05656	PRJNA1071982	SAMN39869980	SRX23675728	MFD05656.fa			
MFD05657	PRJNA1071982	SAMN39869981	SRX23675729	MFD05657.fa			
MFD05658	PRJNA1071982	SAMN39869982	SRX23675730	MFD05658.fa			
MFD05659	PRJNA1071982	SAMN39869983	SRX23675731	MFD05659.fa			
MFD05660	PRJNA1071982	SAMN39869984	SRX23675732	MFD05660.fa			
MFD05661	PRJNA1071982	SAMN39869985	SRX23675511	MFD05661.fa			
MFD05662	PRJNA1071982	SAMN39869986	SRX23675512	MFD05662.fa			
MFD05663	PRJNA1071982	SAMN39869987	SRX23675513	MFD05663.fa			
MFD05664	PRJNA1071982	SAMN39869988	SRX23675514	MFD05664.fa			
MFD05665	PRJNA1071982	SAMN39869989	SRX23675515	MFD05665.fa			
MFD05666	PRJNA1071982	SAMN39869990	SRX23675516	MFD05666.fa	SRX23627810	SRX23627809	SRX23662788
MFD05667	PRJNA1071982	SAMN39869991	SRX23675517	MFD05667.fa			
MFD05668	PRJNA1071982	SAMN39869992	SRX23675518	MFD05668.fa			
MFD05669	PRJNA1071982	SAMN39869993	SRX23675519	MFD05669.fa			
MFD05670	PRJNA1071982	SAMN39874952	SRX23675520	MFD05670.fa			
MFD05671	PRJNA1071982	SAMN39869994	SRX23675522	MFD05671.fa			
MFD05672	PRJNA1071982	SAMN39869995	SRX23675523	MFD05672.fa			
MFD05673	PRJNA1071982	SAMN39869996	SRX23675524	MFD05673.fa			
MFD05674	PRJNA1071982	SAMN39869997	SRX23675525	MFD05674.fa			
MFD05675	PRJNA1071982	SAMN39869998	SRX23675526	MFD05675.fa			
MFD05676	PRJNA1071982	SAMN39869999	SRX23675527	MFD05676.fa			
MFD05677	PRJNA1071982	SAMN39870000	SRX23675528	MFD05677.fa			
MFD05678	PRJNA1071982	SAMN39870001	SRX23675529	MFD05678.fa			
MFD05679	PRJNA1071982	SAMN39870002	SRX23675530	MFD05679.fa			
MFD05680	PRJNA1071982	SAMN39870003	SRX23675531	MFD05680.fa			
MFD05681	PRJNA1071982	SAMN39870004	SRX23675533	MFD05681.fa			
MFD05682	PRJNA1071982	SAMN39870005	SRX23675534	MFD05682.fa			
MFD05683	PRJNA1071982	SAMN39870006	SRX23675535	MFD05683.fa			
MFD05684	PRJNA1071982	SAMN39870007	SRX23675536	MFD05684.fa			
MFD05685	PRJNA1071982	SAMN39870008	SRX23675537	MFD05685.fa			
MFD05686	PRJNA1071982	SAMN39870009	SRX23675929	MFD05686.fa			
MFD05687	PRJNA1071982	SAMN39870010	SRX23675930	MFD05687.fa			
MFD05688	PRJNA1071982	SAMN39870011	SRX23675931	MFD05688.fa			
MFD05689	PRJNA1071982	SAMN39870012	SRX23675932	MFD05689.fa			
MFD05690	PRJNA1071982	SAMN39870013	SRX23675933	MFD05690.fa			
MFD05691	PRJNA1071982	SAMN39870014	SRX23675935	MFD05691.fa			
MFD05692	PRJNA1071982	SAMN39870015	SRX23675936	MFD05692.fa			
MFD05693	PRJNA1071982	SAMN39870016	SRX23675937	MFD05693.fa			
MFD05694	PRJNA1071982	SAMN39870017	SRX23675938	MFD05694.fa			
MFD05695	PRJNA1071982	SAMN39870018	SRX23675939	MFD05695.fa			
MFD05696	PRJNA1071982	SAMN39870019	SRX23675940	MFD05696.fa			
MFD05697	PRJNA1071982	SAMN39870020	SRX23675941	MFD05697.fa			
MFD05698	PRJNA1071982	SAMN39870021	SRX23675942	MFD05698.fa			
MFD05699	PRJNA1071982	SAMN39870022	SRX23675943	MFD05699.fa			
MFD05700	PRJNA1071982	SAMN39870023	SRX23675944	MFD05700.fa			
MFD05701	PRJNA1071982	SAMN39870024	SRX23675946	MFD05701.fa			
MFD05702	PRJNA1071982	SAMN39870025	SRX23675947	MFD05702.fa			
MFD05703	PRJNA1071982	SAMN39870026	SRX23675948	MFD05703.fa			
MFD05704	PRJNA1071982	SAMN39870027	SRX23675949	MFD05704.fa			
MFD05705	PRJNA1071982	SAMN39870028	SRX23675950	MFD05705.fa			
MFD05706	PRJNA1071982	SAMN39870029	SRX23675951	MFD05706.fa			
MFD05707	PRJNA1071982	SAMN39870030	SRX23675952	MFD05707.fa			
MFD05708	PRJNA1071982	SAMN39870031	SRX23675953	MFD05708.fa			
MFD05709	PRJNA1071982	SAMN39870032	SRX23675954	MFD05709.fa			
MFD05710	PRJNA1071982	SAMN39870033	SRX23675955	MFD05710.fa			
MFD05711	PRJNA1071982	SAMN39870034	SRX23676122	MFD05711.fa			
MFD05712	PRJNA1071982	SAMN39870035	SRX23676123	MFD05712.fa			
MFD05713	PRJNA1071982	SAMN39870036	SRX23676124	MFD05713.fa			
MFD05714	PRJNA1071982	SAMN39870037	SRX23676125	MFD05714.fa			
MFD05715	PRJNA1071982	SAMN39870038	SRX23676126	MFD05715.fa			
MFD05716	PRJNA1071982	SAMN39870039	SRX23676127	MFD05716.fa			
MFD05717	PRJNA1071982	SAMN39870040	SRX23676128	MFD05717.fa			
MFD05718	PRJNA1071982	SAMN39870041	SRX23676129	MFD05718.fa			
MFD05719	PRJNA1071982	SAMN39870042	SRX23676130	MFD05719.fa			
MFD05720	PRJNA1071982	SAMN39870043	SRX23676131	MFD05720.fa			
MFD05721	PRJNA1071982	SAMN39870044	SRX23676133	MFD05721.fa			
MFD05722	PRJNA1071982	SAMN39870045	SRX23676134	MFD05722.fa			
MFD05723	PRJNA1071982	SAMN39870046	SRX23676135	MFD05723.fa			
MFD05724	PRJNA1071982	SAMN39870047	SRX23676136	MFD05724.fa			
MFD05725	PRJNA1071982	SAMN39870048	SRX23676137	MFD05725.fa			
MFD05726	PRJNA1071982	SAMN39878650	SRX23676138	MFD05726.fa			
MFD05727	PRJNA1071982	SAMN39870049	SRX23676139	MFD05727.fa			
MFD05728	PRJNA1071982	SAMN39870050	SRX23676140	MFD05728.fa	SRX23627812	SRX23627811	SRX23662789
MFD05729	PRJNA1071982	SAMN39870051	SRX23676141	MFD05729.fa			
MFD05730	PRJNA1071982	SAMN39870052	SRX23676142	MFD05730.fa	SRX23627814	SRX23627813	SRX23662790
MFD05731	PRJNA1071982	SAMN39870053	SRX23676144	MFD05731.fa			
MFD05732	PRJNA1071982	SAMN39870054	SRX23676145	MFD05732.fa			
MFD05733	PRJNA1071982	SAMN39870055	SRX23676146	MFD05733.fa			
MFD05734	PRJNA1071982	SAMN39870056	SRX23676147	MFD05734.fa			
MFD05735	PRJNA1071982	SAMN39870057	SRX23676148	MFD05735.fa			
MFD05736	PRJNA1071982	SAMN39870058	SRX23676149	MFD05736.fa			
MFD05737	PRJNA1071982	SAMN39870059	SRX23675734	MFD05737.fa			
MFD05738	PRJNA1071982	SAMN39870060	SRX23675735	MFD05738.fa			
MFD05739	PRJNA1071982	SAMN39870061	SRX23675736	MFD05739.fa			
MFD05740	PRJNA1071982	SAMN39870062	SRX23675737	MFD05740.fa			
MFD05741	PRJNA1071982	SAMN39870063	SRX23675739	MFD05741.fa			
MFD05742	PRJNA1071982	SAMN39870064	SRX23675740	MFD05742.fa	SRX23627817	SRX23627816	SRX23662791
MFD05743	PRJNA1071982	SAMN39870065	SRX23675741	MFD05743.fa			
MFD05744	PRJNA1071982	SAMN39870066	SRX23675742	MFD05744.fa			
MFD05745	PRJNA1071982	SAMN39870067	SRX23675743	MFD05745.fa			
MFD05746	PRJNA1071982	SAMN39870068	SRX23675744	MFD05746.fa			
MFD05747	PRJNA1071982	SAMN39870069	SRX23675745	MFD05747.fa			
MFD05748	PRJNA1071982	SAMN39870070	SRX23675746	MFD05748.fa			
MFD05749	PRJNA1071982	SAMN39870071	SRX23675747	MFD05749.fa			
MFD05750	PRJNA1071982	SAMN39870072	SRX23675748	MFD05750.fa			
MFD05751	PRJNA1071982	SAMN39870073	SRX23675750	MFD05751.fa			
MFD05752	PRJNA1071982	SAMN39870074	SRX23675751	MFD05752.fa			
MFD05753	PRJNA1071982	SAMN39870075	SRX23675752	MFD05753.fa	SRX23627819	SRX23627818	SRX23662792
MFD05754	PRJNA1071982	SAMN39870076	SRX23675753	MFD05754.fa			
MFD05755	PRJNA1071982	SAMN39870077	SRX23675754	MFD05755.fa			
MFD05756	PRJNA1071982	SAMN39870078	SRX23675755	MFD05756.fa			
MFD05757	PRJNA1071982	SAMN39870079	SRX23675756	MFD05757.fa			
MFD05758	PRJNA1071982	SAMN39870080	SRX23675757	MFD05758.fa			
MFD05760	PRJNA1071982	SAMN39870081	SRX23675758	MFD05760.fa			
MFD05761	PRJNA1071982	SAMN39870082	SRX23675759	MFD05761.fa			
MFD05762	PRJNA1071982	SAMN39870083	SRX23675538	MFD05762.fa			
MFD05763	PRJNA1071982	SAMN39870084	SRX23675539	MFD05763.fa			
MFD05764	PRJNA1071982	SAMN39870085	SRX23675540	MFD05764.fa			
MFD05765	PRJNA1071982	SAMN39870086	SRX23675541	MFD05765.fa			
MFD05766	PRJNA1071982	SAMN39870087	SRX23675542	MFD05766.fa			
MFD05767	PRJNA1071982	SAMN39870088	SRX23675543	MFD05767.fa			
MFD05768	PRJNA1071982	SAMN39870089	SRX23675544	MFD05768.fa			
MFD05769	PRJNA1071982	SAMN39870090	SRX23675545	MFD05769.fa			
MFD05770	PRJNA1071982	SAMN39870091	SRX23675546	MFD05770.fa			
MFD05771	PRJNA1071982	SAMN39870092	SRX23675547	MFD05771.fa			
MFD05772	PRJNA1071982	SAMN39870093	SRX23675549	MFD05772.fa			
MFD05773	PRJNA1071982	SAMN39870094	SRX23675550	MFD05773.fa			
MFD05774	PRJNA1071982	SAMN39870095	SRX23675551	MFD05774.fa			
MFD05776	PRJNA1071982	SAMN39870096	SRX23675552	MFD05776.fa			
MFD05778	PRJNA1071982	SAMN39870097	SRX23675553	MFD05778.fa			
MFD05779	PRJNA1071982	SAMN39870098	SRX23675554	MFD05779.fa			
MFD05781	PRJNA1071982	SAMN39870099	SRX23675555	MFD05781.fa			
MFD05783	PRJNA1071982	SAMN39870100	SRX23675556	MFD05783.fa			
MFD05784	PRJNA1071982	SAMN39870101	SRX23675557	MFD05784.fa			
MFD05785	PRJNA1071982	SAMN39870102	SRX23675558	MFD05785.fa			
MFD05786	PRJNA1071982	SAMN39870103	SRX23675560	MFD05786.fa			
MFD05787	PRJNA1071982	SAMN39870104	SRX23675561	MFD05787.fa			
MFD05788	PRJNA1071982	SAMN39870105	SRX23675562	MFD05788.fa			
MFD05789	PRJNA1071982	SAMN39870106	SRX23675563	MFD05789.fa			
MFD05790	PRJNA1071982	SAMN39870107	SRX23675564	MFD05790.fa			
MFD05791	PRJNA1071982	SAMN39870108	SRX23675565	MFD05791.fa			
MFD05793	PRJNA1071982	SAMN39870109	SRX23675957	MFD05793.fa			
MFD05794	PRJNA1071982	SAMN39870110	SRX23675958	MFD05794.fa			
MFD05795	PRJNA1071982	SAMN39870111	SRX23675959	MFD05795.fa			
MFD05796	PRJNA1071982	SAMN39870112	SRX23675960	MFD05796.fa			
MFD05797	PRJNA1071982	SAMN39870113	SRX23675962	MFD05797.fa			
MFD05798	PRJNA1071982	SAMN39870114	SRX23675963	MFD05798.fa			
MFD05799	PRJNA1071982	SAMN39870115	SRX23675964	MFD05799.fa			
MFD05801	PRJNA1071982	SAMN39870116	SRX23675965	MFD05801.fa			
MFD05802	PRJNA1071982	SAMN39870117	SRX23675966	MFD05802.fa			
MFD05803	PRJNA1071982	SAMN39870118	SRX23675967	MFD05803.fa			
MFD05804	PRJNA1071982	SAMN39870119	SRX23675968	MFD05804.fa			
MFD05806	PRJNA1071982	SAMN39870120	SRX23675969	MFD05806.fa			
MFD05807	PRJNA1071982	SAMN39870121	SRX23675970	MFD05807.fa			
MFD05808	PRJNA1071982	SAMN39870122	SRX23675971	MFD05808.fa			
MFD05809	PRJNA1071982	SAMN39870123	SRX23675973	MFD05809.fa			
MFD05810	PRJNA1071982	SAMN39870124	SRX23675974	MFD05810.fa			
MFD05811	PRJNA1071982	SAMN39870125	SRX23675975	MFD05811.fa			
MFD05812	PRJNA1071982	SAMN39870126	SRX23675976	MFD05812.fa			
MFD05813	PRJNA1071982	SAMN39870127	SRX23675977	MFD05813.fa			
MFD05814	PRJNA1071982	SAMN39870128	SRX23675978	MFD05814.fa			
MFD05815	PRJNA1071982	SAMN39870129	SRX23675979	MFD05815.fa			
MFD05817	PRJNA1071982	SAMN39870130	SRX23675980	MFD05817.fa			
MFD05823	PRJNA1071982	SAMN39870131	SRX23675981	MFD05823.fa			
MFD05825	PRJNA1071982	SAMN39870132	SRX23675982	MFD05825.fa			
MFD05826	PRJNA1071982	SAMN39870133	SRX23676151	MFD05826.fa			
MFD05830	PRJNA1071982	SAMN39870134	SRX23676152	MFD05830.fa			
MFD05831	PRJNA1071982	SAMN39870135	SRX23676153	MFD05831.fa			
MFD05832	PRJNA1071982	SAMN39870136	SRX23676154	MFD05832.fa			
MFD05833	PRJNA1071982	SAMN39870137	SRX23676155	MFD05833.fa			
MFD05834	PRJNA1071982	SAMN39870138	SRX23676156	MFD05834.fa			
MFD05835	PRJNA1071982	SAMN39870139	SRX23676157	MFD05835.fa			
MFD05836	PRJNA1071982	SAMN39870140	SRX23676158	MFD05836.fa			
MFD05837	PRJNA1071982	SAMN39870141	SRX23676159	MFD05837.fa			
MFD05838	PRJNA1071982	SAMN39870142	SRX23676160	MFD05838.fa			
MFD05839	PRJNA1071982	SAMN39870143	SRX23676162	MFD05839.fa			
MFD05841	PRJNA1071982	SAMN39870144	SRX23676163	MFD05841.fa			
MFD05843	PRJNA1071982	SAMN39870145	SRX23676164	MFD05843.fa			
MFD05847	PRJNA1071982	SAMN39870146	SRX23676165	MFD05847.fa			
MFD05848	PRJNA1071982	SAMN39870147	SRX23676166	MFD05848.fa			
MFD05851	PRJNA1071982	SAMN39870148	SRX23676167	MFD05851.fa			
MFD05853	PRJNA1071982	SAMN39870149	SRX23676168	MFD05853.fa			
MFD05858	PRJNA1071982	SAMN39870150	SRX23676169	MFD05858.fa			
MFD05860	PRJNA1071982	SAMN39870151	SRX23676170	MFD05860.fa			
MFD05861	PRJNA1071982	SAMN39870152	SRX23676171	MFD05861.fa			
MFD05867	PRJNA1071982	SAMN39870153	SRX23676173	MFD05867.fa			
MFD05868	PRJNA1071982	SAMN39870154	SRX23676174	MFD05868.fa			
MFD05869	PRJNA1071982	SAMN39870155	SRX23676175	MFD05869.fa			
MFD05871	PRJNA1071982	SAMN39870156	SRX23676176	MFD05871.fa			
MFD05872	PRJNA1071982	SAMN39870157	SRX23675762	MFD05872.fa			
MFD05873	PRJNA1071982	SAMN39870158	SRX23675763	MFD05873.fa			
MFD05874	PRJNA1071982	SAMN39870159	SRX23675764	MFD05874.fa			
MFD05877	PRJNA1071982	SAMN39870160	SRX23675765	MFD05877.fa			
MFD05886	PRJNA1071982	SAMN39870161	SRX23675766	MFD05886.fa			
MFD05887	PRJNA1071982	SAMN39870162	SRX23675767	MFD05887.fa			
MFD05890	PRJNA1071982	SAMN39870163	SRX23675769	MFD05890.fa			
MFD05892	PRJNA1071982	SAMN39870164	SRX23675770	MFD05892.fa			
MFD05896	PRJNA1071982	SAMN39870165	SRX23675771	MFD05896.fa			
MFD05910	PRJNA1071982	SAMN39870166	SRX23675772	MFD05910.fa			
MFD05911	PRJNA1071982	SAMN39870167	SRX23675773	MFD05911.fa			
MFD05912	PRJNA1071982	SAMN39870168	SRX23675774	MFD05912.fa			
MFD05913	PRJNA1071982	SAMN39870169	SRX23675775	MFD05913.fa			
MFD05914	PRJNA1071982	SAMN39870170	SRX23675776	MFD05914.fa			
MFD05915	PRJNA1071982	SAMN39870171	SRX23675777	MFD05915.fa			
MFD05916	PRJNA1071982	SAMN39870172	SRX23675778	MFD05916.fa			
MFD05917	PRJNA1071982	SAMN39870173	SRX23675780	MFD05917.fa			
MFD05918	PRJNA1071982	SAMN39870174	SRX23675781	MFD05918.fa			
MFD05919	PRJNA1071982	SAMN39870175	SRX23675782	MFD05919.fa			
MFD05921	PRJNA1071982	SAMN39870176	SRX23675783	MFD05921.fa			
MFD05922	PRJNA1071982	SAMN39870177	SRX23675784	MFD05922.fa			
MFD05923	PRJNA1071982	SAMN39870178	SRX23675785	MFD05923.fa			
MFD05924	PRJNA1071982	SAMN39870179	SRX23675786	MFD05924.fa			
MFD05925	PRJNA1071982	SAMN39870180	SRX23675787	MFD05925.fa			
MFD05927	PRJNA1071982	SAMN39870181	SRX23675788	MFD05927.fa			
MFD05928	PRJNA1071982	SAMN39870182	SRX23675789	MFD05928.fa			
MFD05929	PRJNA1071982	SAMN39870183	SRX23675568	MFD05929.fa			
MFD05930	PRJNA1071982	SAMN39870184	SRX23675569	MFD05930.fa			
MFD05931	PRJNA1071982	SAMN39870185	SRX23675570	MFD05931.fa			
MFD05932	PRJNA1071982	SAMN39870186	SRX23675571	MFD05932.fa			
MFD05934	PRJNA1071982	SAMN39870187	SRX23675572	MFD05934.fa			
MFD05936	PRJNA1071982	SAMN39870188	SRX23675573	MFD05936.fa			
MFD05937	PRJNA1071982	SAMN39870189	SRX23675574	MFD05937.fa			
MFD05938	PRJNA1071982	SAMN39870190	SRX23675575	MFD05938.fa			
MFD05939	PRJNA1071982	SAMN39870191	SRX23675576	MFD05939.fa			
MFD05941	PRJNA1071982	SAMN39870192	SRX23675577	MFD05941.fa			
MFD05942	PRJNA1071982	SAMN39870193	SRX23675579	MFD05942.fa			
MFD05943	PRJNA1071982	SAMN39870194	SRX23675580	MFD05943.fa			
